IATA,ICAO,NAME,COUNTRY,ELEVATION,LATITUDE,LONGITUDE,WIKIPEDIA
CRK,RPLC,Diosdado Macapagal International Airport,PH,484 feet,"15° 11' 9.60"" N","120° 33' 35.99"" E",https://en.wikipedia.org/wiki/Clark_International_Airport
CRL,EBCI,Brussels South Charleroi Airport,BE,614 feet,"50° 27' 33.13"" N","4° 27' 13.75"" E",https://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport
CRM,RPVF,Catarman National Airport,PH,0 feet,"12° 30' 8.64"" N","124° 38' 9.61"" E",https://en.wikipedia.org/wiki/Catarman_National_Airport
CRO,KCRO,Corcoran Airport,US,197 feet,"36° 6' 9.50"" N","119° 35' 40.80"" W",https://en.wikipedia.org/wiki/Corcoran_Airport
CRP,KCRP,Corpus Christi International Airport,US,44 feet,"27° 46' 13.30"" N","97° 30' 4.40"" W",http://www.cctexas.com/airport/
CRQ,SBCV,Caravelas Airport,BR,331 feet,"17° 39' 8.28"" S","39° 15' 11.16"" W",https://en.wikipedia.org/wiki/Caravelas_Airport
CRR,SANW,Ceres Airport,AR,0 feet,"29° 51' 47.16"" S","61° 52' 22.08"" W",https://en.wikipedia.org/wiki/Ceres_Airport
CRS,KCRS,Corsicana Municipal Airport (C. David Campbell Field),US,449 feet,"32° 1' 41.00"" N","96° 24' 2.10"" W",https://en.wikipedia.org/wiki/C._David_Campbell_Field
CRT,KCRT,Z.M. Jack Stell Field,US,184 feet,"33° 10' 42.00"" N","91° 52' 48.68"" W",https://en.wikipedia.org/wiki/Z._M._Jack_Stell_Field
CRU,TGPZ,Lauriston Airport,GD,0 feet,"12° 28' 33.96"" N","61° 28' 22.08"" W",https://en.wikipedia.org/wiki/Lauriston_Airport
CRV,LIBC,Crotone Airport,IT,521 feet,"38° 59' 49.92"" N","17° 4' 48.72"" E",https://en.wikipedia.org/wiki/Crotone_Airport
CRW,KCRW,Yeager Airport,US,981 feet,"38° 22' 23.33"" N","81° 35' 35.48"" W",https://en.wikipedia.org/wiki/Yeager_Airport
CRX,KCRX,Roscoe Turner Airport,US,425 feet,"34° 54' 53.88"" N","88° 36' 12.54"" W",https://en.wikipedia.org/wiki/Roscoe_Turner_Airport
CRZ,UTAV,Turkmenabat Airport,TM,"1,274 feet","39° 4' 59.89"" N","63° 36' 47.88"" E",https://en.wikipedia.org/wiki/Turkmenabat_International_Airport
CSA,EGEY,Colonsay Airstrip,UK,0 feet,"56° 3' 27.00"" N","6° 14' 35.02"" W",https://en.wikipedia.org/wiki/Colonsay_Airport
CSB,LRCS,Caransebe? Airport,RO,"2,414 feet","45° 25' 11.99"" N","22° 15' 11.88"" E",https://en.wikipedia.org/wiki/Caransebeș_Airport
CSC,MRCA,Codela Airport,CR,0 feet,"10° 24' 50.40"" N","85° 5' 30.11"" W",https://en.wikipedia.org/wiki/Codela_Airport
CSF,LFPC,Creil Air Base,FR,0 feet,"49° 15' 12.61"" N","2° 31' 8.90"" E",
CSG,KCSG,Columbus Metropolitan Airport,US,397 feet,"32° 30' 58.80"" N","84° 56' 19.90"" W",https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport
CSH,ULAS,Solovki Airport,RU,0 feet,"65° 1' 48.00"" N","35° 44' 0.00"" E",
CSI,YCAS,Casino Airport,AU,0 feet,"28° 52' 58.08"" S","153° 4' 1.20"" E",
CSK,GOGS,Cap Skirring Airport,SN,52 feet,"12° 24' 36.72"" N","16° 44' 45.96"" W",https://en.wikipedia.org/wiki/Cap_Skirring_Airport
CSL,MMSL,Cabo San Lucas International Airport,MX,0 feet,"22° 56' 51.72"" N","109° 56' 13.19"" W",https://en.wikipedia.org/wiki/Cabo_San_Lucas_International_Airport
CSM,KCSM,Clinton-Sherman Airport,US,"1,922 feet","35° 20' 23.42"" N","99° 12' 1.80"" W",http://www.okspaceport.state.ok.us
CSP,PACA,Cape Spencer Coast Guard Heliport,US,84 feet,"58° 11' 56.65"" N","136° 38' 19.72"" W",
CSQ,KCSQ,Creston Municipal Airport,US,"1,300 feet","41° 1' 17.20"" N","94° 21' 47.90"" W",https://en.wikipedia.org/wiki/Creston_Municipal_Airport
CSU,SSSC,Santa Cruz do Sul Airport,BR,0 feet,"29° 41' 2.76"" S","52° 24' 43.92"" W",https://en.wikipedia.org/wiki/Santa_Cruz_do_Sul_Airport
CSV,KCSV,Crossville Memorial-Whitson Field,US,"1,881 feet","35° 57' 4.65"" N","85° 5' 5.92"" W",
CSX,ZGHA,Changsha Huanghua International Airport,CN,217 feet,"28° 11' 21.12"" N","113° 13' 12.00"" E",https://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport
CSY,UWKS,Cheboksary Airport,RU,558 feet,"56° 5' 25.09"" N","47° 20' 50.29"" E",https://en.wikipedia.org/wiki/Cheboksary_International_Airport
CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,AR,0 feet,"37° 26' 45.95"" S","61° 53' 21.48"" W",https://en.wikipedia.org/wiki/Brigadier_Hector_Eduardo_Ruiz_Airport
CTA,LICC,Catania-Fontanarossa Airport,IT,39 feet,"37° 28' 0.48"" N","15° 3' 59.04"" E",https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport
CTB,KCTB,Cut Bank Municipal Airport,US,"3,854 feet","48° 36' 30.07"" N","112° 22' 34.12"" W",https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport
CTC,SANC,Catamarca Airport,AR,"1,522 feet","28° 35' 44.16"" S","65° 45' 6.12"" W",https://en.wikipedia.org/wiki/Coronel_Felipe_Varela_International_Airport
CTD,MPCE,Alonso Valderrama Airport,PA,0 feet,"7° 59' 16.22"" N","80° 24' 34.91"" W",https://en.wikipedia.org/wiki/Chitré_Alonso_Valderrama_Airport
CTF,MGCT,Coatepeque Airport,GT,0 feet,"14° 41' 39.12"" N","91° 52' 57.00"" W",https://en.wikipedia.org/wiki/Coatepeque_Airport
CTF,SPCM,Contamana Airport,PE,0 feet,"7° 20' 12.01"" S","74° 59' 29.05"" W",https://en.wikipedia.org/wiki/Contamana_Airport
CTG,SKCG,Rafael Núñez International Airport,CO,4 feet,"10° 26' 32.64"" N","75° 30' 46.80"" W",https://en.wikipedia.org/wiki/Rafael_Núñez_International_Airport
CTI,FNCV,Cuito Cuanavale Airport,AO,0 feet,"15° 9' 37.08"" S","19° 9' 21.96"" E",https://en.wikipedia.org/wiki/Cuito_Cuanavale_Airport
CTK,KCTK,Ingersoll Airport,US,684 feet,"40° 34' 8.74"" N","90° 4' 29.42"" W",https://en.wikipedia.org/wiki/Ingersoll_Airport
CTL,YBCV,Charleville Airport,AU,0 feet,"26° 24' 47.88"" S","146° 15' 43.18"" E",https://en.wikipedia.org/wiki/Charleville_Airport
CTM,MMCM,Chetumal International Airport,MX,39 feet,"18° 30' 16.92"" N","88° 19' 36.47"" W",https://en.wikipedia.org/wiki/Chetumal_International_Airport
CTN,YCKN,Cooktown Airport,AU,26 feet,"15° 26' 40.92"" S","145° 11' 2.42"" E",https://en.wikipedia.org/wiki/Cooktown_Airport
CTP,SNCP,Carutapera Airport,BR,0 feet,"1° 15' 1.00"" S","46° 1' 2.00"" W",https://en.wikipedia.org/wiki/Carutapera
CTQ,SSVP,Santa Vitória do Palmar Airport,BR,0 feet,"33° 30' 8.01"" S","53° 20' 39.00"" W",
CTS,RJCC,New Chitose Airport,JP,82 feet,"42° 46' 30.72"" N","141° 41' 31.20"" E",http://www.new-chitose-airport.co.jp
CTT,LFMQ,Le Castellet Airport,FR,0 feet,"43° 15' 9.00"" N","5° 47' 6.68"" E",
CTU,ZUUU,Chengdu Shuangliu International Airport,CN,"1,625 feet","30° 34' 42.60"" N","103° 56' 49.19"" E",https://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport
CTY,KCTY,Cross City Airport,US,42 feet,"29° 38' 7.90"" N","83° 6' 17.10"" W",https://en.wikipedia.org/wiki/Cross_City_Airport
CTZ,KCTZ,Sampson County Airport,US,148 feet,"34° 58' 29.78"" N","78° 21' 56.26"" W",https://en.wikipedia.org/wiki/Clinton-Sampson_County_Airport
CUA,MMDA,Ciudad Constitución Airport,MX,0 feet,"25° 3' 13.68"" N","111° 36' 53.99"" W",
CUB,KCUB,Columbia Owens Downtown Airport,US,193 feet,"33° 58' 13.70"" N","80° 59' 42.90"" W",https://en.wikipedia.org/wiki/Columbia_Owens_Downtown_Airport
CUC,SKCC,Camilo Daza International Airport,CO,"1,096 feet","7° 55' 39.25"" N","72° 30' 41.40"" W",https://en.wikipedia.org/wiki/Camilo_Daza_International_Airport
CUD,YCDR,Caloundra Airport,AU,0 feet,"26° 47' 60.00"" S","153° 6' 0.02"" E",https://en.wikipedia.org/wiki/Caloundra_Airport
CUE,SECU,Mariscal Lamar Airport,EC,"8,306 feet","2° 53' 22.09"" S","78° 59' 3.83"" W",https://en.wikipedia.org/wiki/Mariscal_Lamar_International_Airport
CUF,LIMZ,Cuneo / Levaldigi Airport,IT,0 feet,"44° 32' 49.20"" N","7° 37' 23.59"" E",https://en.wikipedia.org/wiki/Cuneo_International_Airport
CUG,YCUA,Cudal Airport,AU,0 feet,"33° 16' 41.88"" S","148° 45' 46.80"" E",
CUH,KCUH,Cushing Municipal Airport,US,916 feet,"35° 56' 59.73"" N","96° 46' 22.99"" W",https://en.wikipedia.org/wiki/Cushing_Municipal_Airport
CUK,KCUL,Caye Caulker Airport,US,388 feet,"38° 5' 22.13"" N","88° 7' 23.02"" W",
CUL,MMCL,Federal de Bachigualato International Airport,MX,388 feet,"24° 45' 52.20"" N","107° 28' 29.99"" W",https://en.wikipedia.org/wiki/Culiacán_International_Airport
CUM,SVCU,Antonio José de Sucre Airport,VE,25 feet,"10° 27' 1.20"" N","64° 7' 49.69"" W",https://en.wikipedia.org/wiki/Antonio_José_de_Sucre_Airport
CUN,MMUN,Cancún International Airport,MX,20 feet,"21° 2' 11.40"" N","86° 52' 37.55"" W",http://www.asur.com.mx/asur/ingles/aeropuertos/cancun/cancun.asp
CUO,SKCR,Carurú Airport,CO,0 feet,"1° 0' 48.96"" N","71° 17' 45.96"" W",
CUP,SVCP,General José Francisco Bermúdez Airport,VE,33 feet,"10° 39' 36.05"" N","63° 15' 42.05"" W",https://en.wikipedia.org/wiki/General_José_Francisco_Bermúdez_Airport
CUQ,YCOE,Coen Airport,AU,0 feet,"13° 45' 38.88"" S","143° 6' 50.39"" E",https://en.wikipedia.org/wiki/Coen_Airport
CUR,TNCC,Hato International Airport,AN,29 feet,"12° 11' 20.04"" N","68° 57' 35.28"" W",https://en.wikipedia.org/wiki/Hato_International_Airport
CUT,SAZW,Cutral-Co Airport,AR,0 feet,"38° 56' 22.92"" S","69° 15' 52.57"" W",https://en.wikipedia.org/wiki/Cutral_Có_Airport
CUT,KCUT,Custer County Airport,US,"5,602 feet","43° 43' 59.94"" N","103° 37' 3.70"" W",
CUU,MMCU,General Roberto Fierro Villalobos International Airport,MX,"4,462 feet","28° 42' 10.44"" N","105° 57' 53.99"" W",https://en.wikipedia.org/wiki/Chihuahua_International_Airport
CUV,SVCG,Casigua El Cubo Airport,VE,0 feet,"8° 45' 29.30"" N","72° 32' 10.68"" W",
CUY,YCUE,Cue Airport,AU,0 feet,"27° 26' 48.12"" S","117° 55' 4.80"" E",https://en.wikipedia.org/wiki/Cue_Airport
CUZ,SPZO,Alejandro Velasco Astete International Airport,PE,"10,860 feet","13° 32' 8.52"" S","71° 56' 19.67"" W",https://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport
CVC,YCEE,Cleve Airport,AU,0 feet,"33° 42' 34.93"" S","136° 30' 18.02"" E",https://en.wikipedia.org/wiki/Cleve_Airport
CVE,SKCV,Coveñas Airport,CO,0 feet,"9° 24' 3.31"" N","75° 41' 28.68"" W",https://en.wikipedia.org/wiki/Coveñas_Airport
CVF,LFLJ,Courchevel Airport,FR,0 feet,"45° 23' 48.13"" N","6° 38' 4.99"" E",https://en.wikipedia.org/wiki/Courchevel_Altiport
CVG,KCVG,Cincinnati/Northern Kentucky International Airport,US,896 feet,"39° 2' 55.81"" N","84° 40' 4.16"" W",http://www.cvgairport.com
CVH,SAHE,Caviahue Airport,AR,0 feet,"37° 51' 5.03"" S","71° 0' 33.12"" W",https://en.wikipedia.org/wiki/Caviahue_Airport
CVJ,MMCB,General Mariano Matamoros Airport,MX,"4,277 feet","18° 50' 5.28"" N","99° 15' 40.68"" W",https://en.wikipedia.org/wiki/Cuernavaca_Airport
CVM,MMCV,General Pedro J. Méndez National Airport,MX,761 feet,"23° 42' 11.88"" N","98° 57' 23.39"" W",https://en.wikipedia.org/wiki/Ciudad_Victoria_International_Airport
CVN,KCVN,Clovis Municipal Airport,US,"4,216 feet","34° 25' 30.50"" N","103° 4' 45.40"" W",http://www.airport.cityofclovis.org
CVO,KCVO,Corvallis Municipal Airport,US,250 feet,"44° 29' 49.90"" N","123° 17' 23.39"" W",https://en.wikipedia.org/wiki/Corvallis_Municipal_Airport
CVQ,YCAR,Carnarvon Airport,AU,0 feet,"24° 52' 50.16"" S","113° 40' 19.19"" E",https://en.wikipedia.org/wiki/Carnarvon_Airport_(Western_Australia)
CVS,KCVS,Cannon Air Force Base,US,"4,295 feet","34° 22' 57.99"" N","103° 19' 19.73"" W",https://en.wikipedia.org/wiki/Cannon_Air_Force_Base
CVT,EGBE,Coventry Airport,UK,267 feet,"52° 22' 10.92"" N","1° 28' 46.99"" W",https://en.wikipedia.org/wiki/Coventry_Airport
CVU,LPCR,Corvo Airport,PT,0 feet,"39° 40' 17.40"" N","31° 6' 48.96"" W",https://en.wikipedia.org/wiki/Corvo_Airport
CWA,KCWA,Central Wisconsin Airport,US,"1,277 feet","44° 46' 39.43"" N","89° 40' 0.40"" W",https://en.wikipedia.org/wiki/Central_Wisconsin_Airport
CWB,SBCT,Afonso Pena International Airport,BR,"2,988 feet","25° 31' 42.60"" S","49° 10' 32.88"" W",https://en.wikipedia.org/wiki/Afonso_Pena_International_Airport
CWC,UKLN,Chernivtsi International Airport,UA,0 feet,"48° 15' 33.48"" N","25° 58' 50.88"" E",https://en.wikipedia.org/wiki/Chernivtsi_International_Airport
CWE,HECW,Cairo West Airport,EG,0 feet,"30° 6' 59.04"" N","30° 54' 55.44"" E",https://en.wikipedia.org/wiki/Cairo_West_Air_Base
CWF,KCWF,Chennault International Airport,US,17 feet,"30° 12' 38.13"" N","93° 8' 35.48"" W",http://www.chennault.org/about/index.cfm
CWI,KCWI,Clinton Municipal Airport,US,708 feet,"41° 49' 52.00"" N","90° 19' 44.90"" W",https://en.wikipedia.org/wiki/Clinton_Municipal_Airport_(Iowa)
CWL,EGFF,Cardiff Airport,UK,220 feet,"51° 23' 48.13"" N","3° 20' 35.99"" W",https://www.cardiff-airport.com
CWR,YCWI,Cowarie Airport,AU,0 feet,"27° 42' 42.12"" S","138° 19' 40.81"" E",
CWS,KCWS,Dennis F. Cantrell Field,US,316 feet,"35° 4' 50.91"" N","92° 25' 29.86"" W",https://en.wikipedia.org/wiki/Dennis_F._Cantrell_Field
CWT,YCWR,Cowra Airport,AU,0 feet,"33° 50' 40.92"" S","148° 38' 56.41"" E",https://en.wikipedia.org/wiki/Cowra_Airport
CWW,YCOR,Corowa Airport,AU,0 feet,"35° 59' 40.92"" S","146° 21' 25.18"" E",https://en.wikipedia.org/wiki/Corowa_Airport
CWX,KP33,Cochise County Airport,US,0 feet,"32° 14' 43.44"" N","109° 53' 41.99"" W",
CXA,SVCD,Caicara del Orinoco Airport,VE,0 feet,"7° 37' 31.84"" N","66° 9' 46.09"" W",https://en.wikipedia.org/wiki/Caicara_del_Orinoco_Airport
CXB,VGCB,Cox's Bazar Airport,BD,0 feet,"21° 27' 7.92"" N","91° 57' 50.03"" E",https://en.wikipedia.org/wiki/Cox's_Bazar_Airport
CXH,CYHC,Vancouver Harbour Water Aerodrome,CA,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Vancouver_Harbour_Flight_Centre
CXI,PLCH,Cassidy International Airport,KI,0 feet,"1° 59' 10.18"" N","157° 21' 0.02"" W",https://en.wikipedia.org/wiki/Cassidy_International_Airport
CXJ,SBCX,Aeroporto Hugo Cantergiani,BR,"2,472 feet","29° 11' 49.56"" S","51° 11' 15.00"" W",https://en.wikipedia.org/wiki/Caxias_do_Sul_Airport
CXL,KCXL,Calexico International Airport,US,4 feet,"32° 40' 10.21"" N","115° 30' 47.99"" W",https://en.wikipedia.org/wiki/Calexico_International_Airport
CXM,FNCX,Camaxilo Airport,AO,0 feet,"8° 22' 24.99"" S","18° 55' 24.96"" E",https://en.wikipedia.org/wiki/Camaxilo_Airport
CXN,HCMC,Candala Airport,SO,0 feet,"11° 30' 0.00"" N","49° 55' 1.20"" E",https://en.wikipedia.org/wiki/Candala_Airport
CXO,KCXO,Lone Star Executive Airport,US,245 feet,"30° 21' 6.60"" N","95° 24' 52.08"" W",http://co.montgomery.tx.us/air/
CXP,WIHL,Tunggul Wulung Airport,ID,0 feet,"7° 38' 42.22"" S","109° 2' 2.39"" E",https://en.wikipedia.org/wiki/Tunggul_Wulung_Airport
CXP,KCXP,Carson Airport,US,"4,697 feet","39° 11' 32.00"" N","119° 44' 4.00"" W",https://en.wikipedia.org/wiki/Carson_Airport
CXR,VVCR,Cam Ranh International Airport,VN,40 feet,"11° 59' 53.52"" N","109° 13' 8.41"" E",https://en.wikipedia.org/wiki/Cam_Ranh_International_Airport
CXT,YCHT,Charters Towers Airport,AU,955 feet,"20° 2' 35.16"" S","146° 16' 22.78"" E",https://en.wikipedia.org/wiki/Charters_Towers_Airport
CXY,MYCC,Cat Cay Airport,BS,0 feet,"25° 36' 0.00"" N","79° 16' 1.19"" W",https://en.wikipedia.org/wiki/Cat_Cays_Airport
CYA,MTCA,Les Cayes Airport,HT,0 feet,"18° 16' 15.96"" N","73° 47' 17.88"" W",https://en.wikipedia.org/wiki/Antoine-Simon_Airport
CYB,MWCB,Gerrard Smith International Airport,KY,8 feet,"19° 41' 13.20"" N","79° 52' 58.07"" W",https://en.wikipedia.org/wiki/Charles_Kirkconnell_International_Airport
CYG,YCRG,Corryong Airport,AU,0 feet,"36° 10' 58.08"" S","147° 53' 16.80"" E",https://en.wikipedia.org/wiki/Corryong_Airport
CYI,RCKU,Chiayi Airport,TW,85 feet,"23° 27' 42.48"" N","120° 23' 34.79"" E",https://en.wikipedia.org/wiki/Chiayi_Airport
CYO,MUCL,Vilo Acuna International Airport,CU,0 feet,"21° 36' 59.40"" N","81° 32' 45.59"" W",https://en.wikipedia.org/wiki/Vilo_Acuña_Airport
CYO,KCYO,Pickaway County Memorial Airport,US,684 feet,"39° 30' 57.63"" N","82° 58' 55.71"" W",
CYP,RPVC,Calbayog Airport,PH,0 feet,"12° 4' 21.72"" N","124° 32' 41.99"" E",https://en.wikipedia.org/wiki/Calbayog_Airport
CYR,SUCA,Laguna de Los Patos International Airport,UY,0 feet,"34° 27' 23.05"" S","57° 46' 14.16"" W",https://en.wikipedia.org/wiki/Colonia_Airport
CYS,KCYS,Cheyenne Regional Airport (Jerry Olson Field),US,"6,159 feet","41° 9' 20.60"" N","104° 48' 42.62"" W",https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport
CYT,PACY,Yakataga Airport,US,0 feet,"60° 4' 55.20"" N","142° 29' 34.79"" W",
CYU,RPLO,Cuyo Airport,PH,0 feet,"10° 51' 29.16"" N","121° 4' 8.40"" E",https://en.wikipedia.org/wiki/Cuyo_Airport
CYW,MMCY,Captain Rogelio Castillo National Airport,MX,"1,208 feet","20° 32' 45.60"" N","100° 53' 13.20"" W",https://en.wikipedia.org/wiki/Captain_Rogelio_Castillo_National_Airport
CYX,UESS,Cherskiy Airport,RU,0 feet,"68° 44' 26.16"" N","161° 20' 16.79"" E",https://en.wikipedia.org/wiki/Chersky_Airport
CYZ,RPUY,Cauayan Airport,PH,0 feet,"16° 55' 47.64"" N","121° 45' 10.79"" E",https://en.wikipedia.org/wiki/Cauayan_Airport
CZA,MMCT,Chichen Itza International Airport,MX,102 feet,"20° 38' 28.68"" N","88° 26' 46.31"" W",https://en.wikipedia.org/wiki/Chichen_Itza_International_Airport
CZE,SVCR,José Leonardo Chirinos Airport,VE,52 feet,"11° 24' 53.80"" N","69° 40' 51.24"" W",https://en.wikipedia.org/wiki/José_Leonardo_Chirinos_Airport
CZF,PACZ,Cape Romanzof Long Range Radar Station,US,457 feet,"61° 46' 49.08"" N","166° 2' 20.41"" W",https://en.wikipedia.org/wiki/Cape_Romanzof_LRRS_Airport
CZK,KCZK,Cascade Locks State Airport,US,151 feet,"45° 40' 37.00"" N","121° 52' 44.00"" W",https://en.wikipedia.org/wiki/Cascade_Locks_State_Airport
CZL,DABC,Mohamed Boudiaf International Airport,DZ,647 feet,"36° 16' 33.60"" N","6° 37' 13.40"" E",https://en.wikipedia.org/wiki/Mohamed_Boudiaf_International_Airport
CZM,MMCZ,Cozumel International Airport,MX,15 feet,"20° 31' 20.64"" N","86° 55' 32.15"" W",https://en.wikipedia.org/wiki/Cozumel_International_Airport
CZS,SBCZ,Cruzeiro do Sul International Airport,BR,637 feet,"7° 35' 59.68"" S","72° 46' 10.20"" W",https://en.wikipedia.org/wiki/Cruzeiro_do_Sul_International_Airport
CZT,KCZT,Dimmit County Airport,US,599 feet,"28° 31' 20.10"" N","99° 49' 25.09"" W",
CZU,SKCZ,Las Brujas Airport,CO,0 feet,"9° 19' 57.86"" N","75° 17' 8.16"" W",https://en.wikipedia.org/wiki/Las_Brujas_Airport_(Colombia)
CZW,EPCH,Częstochowa-Rudniki,PL,0 feet,"50° 53' 5.99"" N","19° 12' 16.92"" E",
CZX,ZSCG,Changzhou Benniu Airport,CN,0 feet,"31° 55' 10.92"" N","119° 46' 44.40"" E",https://en.wikipedia.org/wiki/Changzhou_Benniu_International_Airport
CZY,YUNY,Cluny Airport,AU,0 feet,"24° 31' 0.12"" S","139° 37' 1.22"" E",
DAA,KDAA,Davison Army Airfield,US,73 feet,"38° 42' 54.09"" N","77° 10' 51.65"" W",https://en.wikipedia.org/wiki/Davison_Army_Airfield
DAB,KDAB,Daytona Beach International Airport,US,34 feet,"29° 10' 47.70"" N","81° 3' 29.00"" W",https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport
DAC,VGHS,Hazrat Shahjalal International Airport,BD,27 feet,"23° 50' 36.05"" N","90° 23' 52.02"" E",http://caab.gov.bd/airports/shahjalal.html
DAC,VGZR,Zia International Airport,BD,30 feet,"23° 50' 36.00"" N","90° 23' 52.01"" E",
DAD,VVDN,Da Nang International Airport,VN,33 feet,"16° 2' 38.04"" N","108° 11' 56.39"" E",https://en.wikipedia.org/wiki/Da_Nang_International_Airport
DAE,VEDZ,Daporijo Airport,IN,0 feet,"27° 59' 7.80"" N","94° 13' 22.08"" E",https://en.wikipedia.org/wiki/Daporijo_Airport
DAG,KDAG,Barstow-Daggett Airport,US,"1,927 feet","34° 51' 13.37"" N","116° 47' 12.08"" W",https://en.wikipedia.org/wiki/Barstow-Daggett_Airport
DAK,HEDK,Dakhla Oasis Airport,EG,613 feet,"25° 24' 41.76"" N","29° 0' 11.16"" E",
DAL,KDAL,Dallas Love Field,US,487 feet,"32° 50' 49.60"" N","96° 51' 6.40"" W",http://www.dallas-lovefield.com
DAM,OSDI,Damascus International Airport,SY,"2,020 feet","33° 24' 41.40"" N","36° 30' 56.15"" E",https://en.wikipedia.org/wiki/Damascus_International_Airport
DAN,KDAN,Danville Regional Airport,US,571 feet,"36° 34' 22.30"" N","79° 20' 10.00"" W",https://en.wikipedia.org/wiki/Danville_Regional_Airport
DAP,VNDL,Darchula Airport,NP,0 feet,"29° 40' 9.12"" N","80° 32' 54.24"" E",
DAR,HTDA,Dar Es Salaam Airport,TZ,182 feet,"6° 52' 41.20"" S","39° 12' 9.35"" E",https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport
DAT,SCAT,Desierto de Atacama Airport,CL,0 feet,"27° 15' 40.32"" S","70° 46' 45.11"" W",
DAT,ZBDT,Datong Airport,CN,0 feet,"40° 3' 37.08"" N","113° 28' 55.21"" E",https://en.wikipedia.org/wiki/Datong_Yungang_Airport
DAU,AYDU,Daru Airport,PG,20 feet,"9° 5' 12.33"" S","143° 12' 28.77"" E",https://en.wikipedia.org/wiki/Daru_Airport
DAV,MPDA,Enrique Malek International Airport,PA,89 feet,"8° 23' 27.60"" N","82° 26' 5.99"" W",https://en.wikipedia.org/wiki/Enrique_Malek_International_Airport
DAX,ZUDX,Dachuan Airport,CN,0 feet,"31° 7' 48.72"" N","107° 25' 46.20"" E",https://en.wikipedia.org/wiki/Dazhou_Heshi_Airport
DAY,KDAY,James M. Cox International Airport,US,"1,009 feet","39° 54' 8.55"" N","84° 13' 9.75"" W",https://en.wikipedia.org/wiki/Dayton_International_Airport
DAZ,OADZ,Darwaz Airport,AF,0 feet,"38° 27' 39.97"" N","70° 52' 57.00"" E",https://en.wikipedia.org/wiki/Darwaz_Airport
DBA,OPDB,Dalbandin Airport,PK,"3,119 feet","28° 52' 25.19"" N","64° 24' 24.10"" E",https://en.wikipedia.org/wiki/Dalbandin_Airport
DBB,HEAL,El Alamein International Airport,EG,0 feet,"30° 55' 28.20"" N","28° 27' 41.04"" E",https://en.wikipedia.org/wiki/El_Alamein_International_Airport
DBD,VEDB,Dhanbad Airport,IN,847 feet,"23° 50' 2.40"" N","86° 25' 31.08"" E",https://en.wikipedia.org/wiki/Dhanbad_Airport
DBM,HADM,Debre Marcos Airport,ET,0 feet,"10° 21' 0.00"" N","37° 43' 1.20"" E",https://en.wikipedia.org/wiki/Debre_Marqos_Airport
DBN,KDBN,W. H. 'Bud' Barron Airport,US,309 feet,"32° 33' 51.90"" N","82° 59' 7.00"" W",https://en.wikipedia.org/wiki/W._H._'Bud'_Barron_Airport
